Work Order,Description,Description Google Translate,Asset Group,Asset Number,Asset Description,Create Date,Scheduled Start Date,Priority,Status,Owning Department,Work Order Type,Activity,Wip Accounting Class,Month, Actual Equipment Cost ,Labour Cost Group,Material Cost Group,Total Cost Group
3140678,REEMPLAZAR CORREA SERPENTINA,REPLACE SERPENTINE BELT,CAT789DACS,422,AIR CONDITIONER SYSTEM HAULTRUCK CATTERPILLAR 789D 422,3/31/2016 2:26,3/31/2016 2:24,0 - Immediate,Closed,MM3,CM - Corrective,,18601401,2016-MAR, $-   ,0,3,3
3142997,INSPECCION A/C EN PM,INSPECTION A / C IN PM,CAT789CACS,403,AIR CONDITIONING SYSTEM HAULTRUCK CATERPILLAR 789C 403,3/31/2016 11:03,04-05-16 12:58,3 - Due less than 30 days,Closed,MM3,PM - Preventative,,18601401,2016-APR, $-   ,0,0,0
3143025,"REEMPLAZAR SWITCH MULTI-FUNCION, LIMPIA VIDRIO.","REPLACE SWITCH MULTI-FUNCTION, CLEAN GLASS.",CAT789DELS,422,ELECTRICAL SYSTEM HAULTRUCK CATERPILLAR 789D 422,3/31/2016 11:24,3/31/2016 11:24,1 - Due less than 7 days,Closed,MM3,CM - Corrective,,18601401,2016-MAR, $-   ,11,13,15
3143051,INSPECCION A/C EN PM,INSPECTION A / C IN PM,CAT789DACS,434,AIR CONDITIONER SYSTEM HAULTRUCK CATTERPILLAR 789D 434,3/31/2016 11:43,04-10-16 11:15,3 - Due less than 30 days,Closed,MM3,PM - Preventative,,18601401,2016-APR, $-   ,0,0,0
3143089,INSPECCION SISTEMA RED CONTRA INCENDIO AFEX,INSPECTION SYSTEM AFEX FIRE RED,CAT789CFIR,403,FIRE SUPRESSION SYSTEM HAULTRUCK CATERPILLAR 789C 403,3/31/2016 12:15,04-05-16 14:12,3 - Due less than 30 days,Closed,MM3,PM - Preventative,,18601401,2016-APR, $-   ,0,0,0
3143132,INSPECCION SISTEMA RED CONTRA INCENDIO AFEX,INSPECTION SYSTEM AFEX FIRE RED,CAT789DFIR,434,FIRE SUPRESSION SYSTEM HAULTRUCK CATERPILLAR 789D 434,3/31/2016 12:39,04-10-16 12:45,3 - Due less than 30 days,Closed,MM3,PM - Preventative,,18601401,2016-APR, $-   ,0,0,0
3143259,INSPECCION DE LLANTAS EN MANTENIMIENTO PREVENTIVO,INSPECTION OF TIRES IN PREVENTIVE MAINTENANCE,CAT789DTIR,434,TIRE SYSTEM HAULTRUCK CATERPILLAR 789D 434,3/31/2016 14:06,04-10-16 10:00,3 - Due less than 30 days,Closed,MM3,PM - Preventative,CAT789DPV181,18601401,2016-APR, $-   ,4,0,4
3143471,recargar suspensiones,Recharge suspensions,CAT789C,408,HAULTRUCK CATERPILLAR 789C 408,3/31/2016 23:45,3/31/2016 23:43,0 - Immediate,Closed,MM3,CM - Corrective,,18601401,2016-APR, $-   ,11,0,11
3145898,CORREGIR EVENTO DE CARRERA ALTA DE LOS FRENOS.,CORRECTING HIGH BRAKE CARE EVENT.,CAT789DDTS,434,BRAKE SYSTEM DRIVETRAIN SYSTEM HAULTRUCK CATERPILLAR 789D 434,04-01-16 11:33,04-01-16 11:32,1 - Due less than 7 days,Closed,MM3,CM - Corrective,,18601401,2016-APR, $-   ,3,0,3
3146038,EVALUAR RUIDO EXTRA•O EN EL SISTEMA DE DIRECCION.,EVALUATE STRANGER NOISE IN THE STEERING SYSTEM.,CAT789DHYS,422,STEERING SYSTEM HYDRAULIC SYSTEM HAULTRUCK CATERPILLAR 789D 422,04-01-16 14:02,04-01-16 14:02,1 - Due less than 7 days,Closed,MM3,CM - Corrective,,18601401,2016-APR, $-   ,3,0,3
3146079,CORREGIR FALLA DEL MOTOR. (SE APAGO),CORRECT ENGINE FAILURE.ˇ(IT TURNED OFF),CAT789CENG,403,ENGINE HAULTRUCK CATERPILLAR 789C 403,04-01-16 15:16,04-01-16 15:15,1 - Due less than 7 days,Closed,MM3,CM - Corrective,,18601401,2016-APR, $-   ,5,0,5
3147728,AJUSTAR PALANCA MULTIFUNCI?N,ADJUST MULTIFUNCTION LEVER,CAT789DFRM,422,CAB AND CONTROLS FRAME SYSTEM HAULTRUCK CATERPILLAR 789D 422,04-02-16 6:45,04-02-16 6:44,1 - Due less than 7 days,Closed,MM3,CM - Corrective,,18601401,2016-APR, $-   ,2,0,2
3147876,CORREGIR EVENTO DE CARRERA ALTA DE FRENOS,CORRECTING HIGH BRAKE CARE EVENT,CAT789DDTS,434,BRAKE SYSTEM DRIVETRAIN SYSTEM HAULTRUCK CATERPILLAR 789D 434,04-02-16 13:31,04-02-16 13:30,1 - Due less than 7 days,Closed,MM3,CM - Corrective,,18601401,2016-APR, $-   ,6,0,6
3147995,reemplazar bateria,Replace battery,CAT789CELS,408,ELECTRICAL SYSTEM HAULTRUCK CATERPILLAR 789C 408,04-02-16 20:35,04-02-16 20:34,1 - Due less than 7 days,Closed,MM3,CM - Corrective,,18601401,2016-APR, $-   ,5,14,15
3152732,REEMPLAZAR CORREA DEL COMPRESOR DE A/C,REPLACE A / C COMPRESSOR BELT,CAT789CACS,408,AIR CONDITIONING SYSTEM HAULTRUCK CATERPILLAR 789C 408,04-04-16 6:54,04-04-16 6:52,1 - Due less than 7 days,Closed,MM3,CM - Corrective,,18601401,2016-APR, $-   ,3,3,6
3156204,"TAPONES PARA WIGGING DE LLENADO DE FLUIDOS, (BACKLOG) (N)",WIGGING PLUGS FOR FLUID FILLING (BACKLOG) (N),CAT789CHYS,403,HYDRAULIC SYSTEM HAULTRUCK CATERPILLAR 789C 403,04-05-16 9:09,8/16/2016 13:00,3 - Due less than 30 days,Complete,MM3,CM - Corrective,,18601401,2016-JUL, $-   ,0,0,0
3156216,INSPECCIONAR SELLO DEL YOKE DE SALIDA DEL CARDAN DEL PTOP DE LAS BOMBAS (GENERAR BACKLOG),INSPECT PUMP PTOP CARDAN OUTPUT YOKE SEAL (GENERATE BACKLOG),CAT789CHYS,403,HYDRAULIC SYSTEM HAULTRUCK CATERPILLAR 789C 403,04-05-16 9:13,6/22/2016 10:00,3 - Due less than 30 days,Closed,MM3,CM - Corrective,,18601401,2016-JUN, $-   ,6,10,11
3156229,CAMBIO DE SELLOS DEL SCREEN DE LAS MANGUERAS DEL CONTROL DEL HOIST HASTA LA BOMBA DE ALZA,CHANGE OF HOIST CONTROL HOSES SCREEN SEALS TO BOOST PUMP,CAT789CHYS,403,HYDRAULIC SYSTEM HAULTRUCK CATERPILLAR 789C 403,04-05-16 9:20,6/22/2016 19:00,3 - Due less than 30 days,Closed,MM3,CM - Corrective,,18601401,2016-MAY, $-   ,0,0,0
3156241,CAMBIO DE SELLO DE LA TUBERIA DE ENFRIAMIENTO DE LOS FRENOS TRASERO IZQUIERDO ,SEAL CHANGE OF COOLING LINE BRAKE PIPE LEFT,CAT789CDTS,403,BRAKE LEFT REAR DRIVETRAIN SYSTEM HAULTRUCK CATERPILLAR 789C 403,04-05-16 9:27,6/22/2016 21:00,3 - Due less than 30 days,Closed,MM3,CM - Corrective,,18601401,2016-JUN, $-   ,2,1,2
3156486,"REEMPLAZAR PEDAL DE ACELERACION (BACKLOG)**Evaluar si es real, si no devolver material** (N) (TIENE MATERIALES DE PEDIDO DIRECTO)","REPLACE BACKLOG ** Evaluate if it is real, if not return material ** (N) (HAS DIRECT ORDER MATERIALS)",CAT789CFRM,408,CAB AND CONTROLS FRAME HAULTRUCK CATERPILLAR 789C 408,04-05-16 11:52,4/17/2017 11:54,3 - Due less than 30 days,WPART,MM3,CM - Corrective,,18601401,2016-MAY, $-   ,0,12,12
3156786,REEMPLAZAR GUARDA FANGOS (BACKLOG) ,REPLACE BACKLOG,CAT789DFRM,422,FRAME SYSTEM HAULTRUCK CATERPILLAR 789D 422,04-05-16 13:20,12-07-16 14:06,3 - Due less than 30 days,Complete,MM3,CM - Corrective,,18601401,2016-OCT, $-   ,0,1,1
3156886,REALIZAR INSPECCI?N AL SISTEMA DE LUBRICACI?N AUTOM?TICA,PERFORM INSPECTION TO THE AUTOMATIC LUBRICATION SYSTEM,CAT789CHYS,403,HYDRAULIC SYSTEM HAULTRUCK CATERPILLAR 789C 403,04-05-16 14:45,04-04-16 9:15,1 - Due less than 7 days,Closed,MM3,CM - Corrective,,18601401,2016-APR, $-   ,2,0,2
3156952,CORREGIR CARRERA DE FRENOS ALTA,CORRECTION HIGH BRAKE RACE,CAT789DDTS,434,BRAKE SYSTEM DRIVETRAIN SYSTEM HAULTRUCK CATERPILLAR 789D 434,04-05-16 15:36,04-05-16 15:35,1 - Due less than 7 days,Closed,MM3,CM - Corrective,,18601401,2016-APR, $-   ,6,0,6
3160149,MONITOREO - HACER FLUSHING CON HD10 A MASA MU•ON DERECHA. INSPECCIONAR TAPON MAGNETICO POR PRESENCIA DE HIERRO SEGUN REPORTE SOS (55PPM). TOMAR FOTOS Y ENVIAR AL PERSONAL DE MONITOREO.,MONITORING - MAKING FLUSHING WITH HD10 MASS RIGHT.ˇINSPECT MAGNETIC COVER BY IRON PRESENCE ACCORDING TO SOS REPORT (55PPM).TAKE PICTURES AND SEND MONITORING PERSONNEL.,CAT789DDTS,422,WHEEL GROUP FRONT RIGHT DRIVETRAIN SYSTEM HAULTRUCK CATERPILLAR 789D 422,04-06-16 10:31,4/24/2016 16:57,2 - Due less than 14 days,Closed,MM3,PM - Preventative,,18601401,2016-APR, $-   ,3,0,3
3160728,"CAMBIAR CILINDRO DE DIRECCION DERECHO, (BACKLOG), POR FUGA EXTERNA","CHANGE RIGHT DIRECTION CYLINDER (BACKLOG), FOR EXTERNAL LEAKAGE",CAT789DHYS,434,CYLINDER STEERING RIGHT HYDRAULIC SYSTEM HAULTRUCK CATERPILLAR 789D 434,04-06-16 12:50,5/18/2016 2:00,3 - Due less than 30 days,Closed,MM3,CM - Corrective,,18601401,2016-MAY, $-   ,5,23,23
3160872,CORREGIR FUGA DE ACEITE POR LA SELECTORA DE CAMBIOS  EN LA TRANSMISION (BACKLOG) ,CORRECTING OIL LEAKAGE BY THE TRANSMISSION CHANGE SELECTOR (BACKLOG),CAT789DFRM,434,CAB AND CONTROLS FRAME SYSTEM HAULTRUCK CATERPILLAR 789D 434,04-06-16 14:54,6/19/2016 13:43,3 - Due less than 30 days,Closed,MM3,CM - Corrective,,18601401,2016-MAY, $-   ,0,1,1
3160880,COMPLETAR NIVEL DE AIRE A LAS LLANTA POS - 5 Y 6.,COMPLETE AIR LEVEL TO POST - 5 AND 6 RIMS.,CAT789DTIR,422,TIRE SYSTEM HAULTRUCK CATERPILLAR 789D 422,04-06-16 15:12,04-06-16 15:11,0 - Immediate,Closed,MM3,CM - Corrective,,18601401,2016-APR, $-   ,5,0,5
3160888,REEMPLAZO DE INYECTOR DE LUBRICACION Y AJUSTAR LOS DEMAS DEL A-FRAME,LUBRICATION INJECTOR REPLACEMENT AND ADJUSTING THE OTHER OF THE A-FRAME,CAT789DFRM,434,FRAME SYSTEM HAULTRUCK CATERPILLAR 789D 434,04-06-16 15:20,5/17/2016 21:00,3 - Due less than 30 days,Closed,MM3,CM - Corrective,,18601401,2016-MAY, $-   ,0,11,11
3161020,REPARAR BRAZO DEL LIMPIA VIDRIO FRONTAL.,REPAIR FRONT GLASS CLEAN ARM.,CAT789CFRM,408,CAB AND CONTROLS FRAME HAULTRUCK CATERPILLAR 789C 408,04-06-16 21:28,04-06-16 21:26,1 - Due less than 7 days,Closed,MM3,CM - Corrective,,18601401,2016-APR, $-   ,5,1,5
3161022,CAMBIAR BRAZO DEL LIMPIA CRISTAL. (BACKLOG),CHANGE CRYSTAL CLEAN ARM.ˇ(BACKLOG),CAT789CFRM,408,CAB AND CONTROLS FRAME HAULTRUCK CATERPILLAR 789C 408,04-06-16 21:37,5/13/2016 16:00,1 - Due less than 7 days,Closed,MM3,CM - Corrective,,18601401,2016-APR, $-   ,0,0,0
3161026,INSTALAR SWITCH DE SUBIR Y BAJAR CRISTAL DE LA CABINA. (BACKLOG),INSTALL SWITCH UP AND DOWN CRYSTAL CABIN.(BACKLOG),CAT789CELS,408,ELECTRICAL SYSTEM HAULTRUCK CATERPILLAR 789C 408,04-06-16 22:38,4/30/2016 14:54,1 - Due less than 7 days,Closed,MM3,CM - Corrective,,18601401,2016-APR, $-   ,0,11,11
3163758,CAMBIO RADIADOR.PCR08-2,CHANGE RADIATOR.PCR08-2,CAT789CENG,408,RADIATOR ENGINE HAULTRUCK CATERPILLAR 789C 408,04-07-16 5:37,06-02-16 9:41,5 - Shutdown,Closed,MM3,PM - Preventative,CAT789CPV019,18601401,2016-MAY, $-   ,0,16,16
3163976,INSPECCION SISTEMA RED CONTRA INCENDIO AFEX,INSPECTION SYSTEM AFEX FIRE RED,CAT789CFIR,408,FIRE SUPRESSION SYSTEM HAULTRUCK CATERPILLAR 789C 408,04-07-16 8:23,4/13/2016 19:08,3 - Due less than 30 days,Closed,MM3,PM - Preventative,,18601401,2016-APR, $-   ,0,0,0
3164003,INSPECCION A/C EN PM,INSPECTION A / C IN PM,CAT789CACS,408,AIR CONDITIONING SYSTEM HAULTRUCK CATERPILLAR 789C 408,04-07-16 8:33,4/13/2016 21:16,3 - Due less than 30 days,Closed,MM3,PM - Preventative,,18601401,2016-APR, $-   ,0,0,0
3164674,CORREGIR EVENTO CARRERA ALTA DE LOS FRENOS.,CORRECTING HIGH BRAKE EVENT CARE.,CAT789DDTS,434,BRAKE SYSTEM DRIVETRAIN SYSTEM HAULTRUCK CATERPILLAR 789D 434,04-07-16 14:12,04-07-16 14:11,0 - Immediate,Closed,MM3,CM - Corrective,,18601401,2016-APR, $-   ,2,0,2
3167852,CAMBIO DE MANGUERA HIDRAULICA DEL ENFRIAMIENTO DE LOS FRENO.,CHANGE OF HYDRAULIC HOSE OF BRAKE COOLING.,CAT789CHYS,408,HYDRAULIC SYSTEM HAULTRUCK CATERPILLAR 789C 408,04-08-16 9:46,04-08-16 9:44,1 - Due less than 7 days,Closed,MM3,CM - Corrective,,18601401,2016-APR, $-   ,12,16,18
3167899,CAMBIAR MANGUERA HIDRAULICA DEL LOOK OUT.,CHANGE HYDRAULIC HOSE FROM LOOK OUT.,CAT789DDTS,434,TRANSMISSION DRIVETRAIN SYSTEM HAULTRUCK CATERPILLAR 789D 434,04-08-16 11:12,04-08-16 11:11,0 - Immediate,Closed,MM3,CM - Corrective,,18601401,2016-APR, $-   ,3,6,9
3168241,EVALUAR O CORREGIR FUGA DE ACEITE DEL MOTOR.,EVALUATE OR CORRECT ENGINE OIL LEAKAGE.,CAT789CENG,408,ENGINE HAULTRUCK CATERPILLAR 789C 408,04-08-16 20:46,04-08-16 20:46,1 - Due less than 7 days,Closed,MM3,CM - Corrective,,18601401,2016-APR, $-   ,3,0,3
3170791,CAMBIO DE MANGUERA DE GRASA DEL CILINDRO DE DIRECCION IZQUIERDO.,CHANGE OF LEFT CYLINDER CYLINDER HEAD HOSE.,CAT789CHYS,408,CYLINDER STEERING LEFT HYDRAULIC SYSTEM HAULTRUCK CATERPILLAR 789C 408,04-09-16 9:21,04-09-16 9:19,0 - Immediate,Closed,MM3,CM - Corrective,,18601401,2016-APR, $-   ,3,0,3
3171064,REPARAR CERRADURA DE LA PUERTA DE ACCESO DEL OPERADOR.,REPAIR OPERATOR ACCESS DOOR LOCK.,CAT789DFRM,422,CAB AND CONTROLS FRAME SYSTEM HAULTRUCK CATERPILLAR 789D 422,04-10-16 0:05,04-10-16 0:05,1 - Due less than 7 days,Closed,MM3,CM - Corrective,,18601401,2016-APR, $-   ,3,0,3
3171065,CAMBIAR LUZ DE BAJA INTENSIDAD INFERIOR IZQUIERDO.,CHANGE LOW LOW INTENSITY LIGHT LEFT.,CAT789DELS,434,ELECTRICAL SYSTEM HAULTRUCK CATERPILLAR 789D 434,04-10-16 0:07,04-10-16 0:06,1 - Due less than 7 days,Closed,MM3,CM - Corrective,,18601401,2016-APR, $-   ,2,0,2
3174962,sacar roca a llanta pos 3 y 4,Remove rock to rim pos 3 and 4,CAT789D,422,HAULTRUCK CATERPILLAR 789D 422,04-10-16 15:20,04-10-16 15:19,1 - Due less than 7 days,Closed,MM3,CM - Corrective,,18601401,2016-APR, $-   ,3,0,3
3178871,cambiar sensor de temperatura de freno trasero izquierdo,Change rear brake temperature sensor,CAT789C,403,HAULTRUCK CATERPILLAR 789C 403,04-11-16 7:47,04-11-16 7:44,1 - Due less than 7 days,Closed,MM3,CM - Corrective,,18601401,2016-APR, $-   ,11,11,12
3179262,MONITOREO - CAMBIO DE ACEITE HIDRAULICO POR ALTA PRESENCIA DE SILICE  (POLVO) EN COMPARTIMENTO. HIERRO PRESENTE. REVISAR TAPON SUPERIOR DEL TANQUE Y RESPIRADERO COMO POSIBLES FUENTES DE ENTRADA DE CONTAMINANTE.,MONITORING - CHANGE OF HYDRAULIC OIL BY HIGH PRESENCE OF SILICE (DUST) IN COMPARTMENT.ˇIRON PRESENT.ˇCHECK UPPER TANK CAP AND RESPIRATOR AS POSSIBLE CONTAMINANT ENTRY SOURCES.,CAT789DHYS,422,HYDRAULIC SYSTEM HAULTRUCK CATERPILLAR 789D 422,04-11-16 12:09,4/24/2016 17:33,2 - Due less than 14 days,Closed,MM3,PM - Preventative,,18601401,2016-APR, $-   ,5,0,5
3181888,INSPECCIONAR SISTEMA DE LUBRICACI?N,INSPECT LUBRICATION SYSTEM,CAT789C,408,HAULTRUCK CATERPILLAR 789C 408,04-12-16 7:43,04-12-16 7:40,1 - Due less than 7 days,Closed,MM3,CM - Corrective,,18601401,2016-APR, $-   ,2,0,2
3182500,LIMPIEZA MIRILLA ACEITE DIFERENCIAL Y VERIFICACION E INSPECCION SWITCH DE NIVEL.,CLEANING MIRROR DIFFERENTIAL OIL AND CHECK AND INSPECTION LEVEL SWITCH.,CAT789CDTS,403,DIFFERENTIAL DRIVETRAIN SYSTEM HAULTRUCK CATERPILLAR 789C 403,04-12-16 12:03,4/25/2016 14:03,5 - Shutdown,Cancelled,MM3,PM - Preventative,,18601401,2016-APR, $-   ,0,0,0
3182520,LIMPIEZA MIRILLA ACEITE DIFERENCIAL Y VERIFICACION E INSPECCION SWITCH DE NIVEL.,CLEANING MIRROR DIFFERENTIAL OIL AND CHECK AND INSPECTION LEVEL SWITCH.,CAT789CDTS,408,DIFFERENTIAL DRIVETRAIN SYSTEM HAULTRUCK CATERPILLAR 789C 408,04-12-16 12:09,4/25/2016 14:09,5 - Shutdown,Cancelled,MM3,PM - Preventative,,18601401,2016-APR, $-   ,0,0,0
3182639,LIMPIEZA MIRILLA ACEITE DIFERENCIAL Y VERIFICACION E INSPECCION SENSOR DE NIVEL.,CLEANING MIRROR DIFFERENTIAL OIL AND CHECK AND INSPECTION LEVEL SENSOR.,CAT789DDTS,422,DIFFERENTIAL DRIVETRAIN SYSTEM HAULTRUCK CATERPILLAR 789D 422,04-12-16 12:28,4/25/2016 14:27,5 - Shutdown,Cancelled,MM3,PM - Preventative,,18601401,2016-APR, $-   ,0,0,0
3182674,LIMPIEZA MIRILLA ACEITE DIFERENCIAL Y VERIFICACION E INSPECCION SENSOR DE NIVEL.,CLEANING MIRROR DIFFERENTIAL OIL AND CHECK AND INSPECTION LEVEL SENSOR.,CAT789DDTS,434,DIFFERENTIAL DRIVETRAIN SYSTEM HAULTRUCK CATERPILLAR 789D 434,04-12-16 12:41,4/25/2016 14:41,4 - Due more than 30 days,Cancelled,MM3,PM - Preventative,,18601401,2016-APR, $-   ,0,0,0
3182751,Reemplazar semiejes LH/RH,Replace half-axles LH / RH,CAT789CDTS,403,DRIVETRAIN SYSTEM HAULTRUCK CATERPILLAR 789C 403,04-12-16 13:40,5/26/2016 21:00,1 - Due less than 7 days,Closed,MM3,CM - Corrective,,18601401,2016-MAY, $-   ,0,29,29
3182885,Reemplazar semiejes LH/RH,Replace half-axles LH / RH,CAT789CDTS,408,DRIVETRAIN SYSTEM HAULTRUCK CATERPILLAR 789C 408,04-12-16 14:39,06-03-16 9:39,5 - Shutdown,Closed,MM3,PM - Preventative,,18601401,2016-MAY, $-   ,0,29,29
3185907,INSPECCIONAR SISTEMA DE LUBRICACI?N ,INSPECT LUBRICATION SYSTEM,CAT789D,422,HAULTRUCK CATERPILLAR 789D 422,4/13/2016 7:26,4/13/2016 7:25,1 - Due less than 7 days,Closed,MM3,CM - Corrective,,18601401,2016-APR, $-   ,2,0,2
3185921,completar psi a pos 1 y 6,Complete psi at pos 1 and 6,CAT789D,422,HAULTRUCK CATERPILLAR 789D 422,4/13/2016 7:32,4/13/2016 7:31,1 - Due less than 7 days,Closed,MM3,CM - Corrective,,18601401,2016-APR, $-   ,3,0,3
3186316,cambiar los screens del equipo,Change the screens of the computer,CAT789C,408,HAULTRUCK CATERPILLAR 789C 408,4/13/2016 12:26,4/13/2016 12:25,1 - Due less than 7 days,Closed,MM3,CM - Corrective,,18601401,2016-APR, $-   ,9,0,9
3186362,REPARACION DE LLANTA  ML00214T8A,TIRE REPAIR ML00214T8A,CAT789CTIR,403,TIRE SYSTEM HAULTRUCK CATERPILLAR 789C 403,4/13/2016 12:46,06-08-16 7:00,4 - Due more than 30 days,WCLOSE,MM9,PM - Preventative,,18601401,2016-JUN, $-   ,0,0,0
3186367,REPARACION DE LLANTA  MLJ0552A9A,TIRE REPAIR MLJ0552A9A,CAT789CTIR,403,TIRE SYSTEM HAULTRUCK CATERPILLAR 789C 403,4/13/2016 12:47,06-08-16 7:00,4 - Due more than 30 days,WCLOSE,MM9,PM - Preventative,,18601401,2016-JUN, $-   ,0,0,0
3186399,corregir falla de reversa,Correct reverse fault,CAT789C,403,HAULTRUCK CATERPILLAR 789C 403,4/13/2016 13:21,4/13/2016 13:20,1 - Due less than 7 days,Closed,MM3,CM - Corrective,,18601401,2016-APR, $-   ,3,11,11
3187142,REEMPLAZAR MANGUERA DE LA BOMBA DE DIRECCI?N,REPLACE STEERING PUMP HOSE,CAT789CHYS,408,HYDRAULIC SYSTEM HAULTRUCK CATERPILLAR 789C 408,4/13/2016 23:17,4/13/2016 23:15,1 - Due less than 7 days,Closed,MM3,CM - Corrective,,18601401,2016-APR, $-   ,9,11,12
3190004,CAMBIAR FILTRO DE AIRE DEL MOTOR.,CHANGE ENGINE AIR FILTER.,CAT789CENG,408,ENGINE HAULTRUCK CATERPILLAR 789C 408,4/14/2016 9:14,4/14/2016 9:13,1 - Due less than 7 days,Closed,MM3,CM - Corrective,,18601401,2016-APR, $-   ,2,11,11
3190053,INSPECCION A/C EN PM SEMANA NO.17,INSPECTION A / C IN PM WEEK NO.17,CAT789DACS,434,AIR CONDITIONER SYSTEM HAULTRUCK CATTERPILLAR 789D 434,4/14/2016 10:05,4/19/2016 11:04,3 - Due less than 30 days,Closed,MM3,PM - Preventative,CAT789DPV102,18601401,2016-MAY, $-   ,0,0,0
3190062,INSPECCION A/C EN PM SEMANA NO.17,INSPECTION A / C IN PM WEEK NO.17,CAT789DACS,434,AIR CONDITIONER SYSTEM HAULTRUCK CATTERPILLAR 789D 434,4/14/2016 10:06,4/19/2016 9:00,3 - Due less than 30 days,Closed,MM3,PM - Preventative,CAT789DPV102,18601401,2016-APR, $-   ,0,0,0
3190103,INSPECCION SISTEMA RED CONTRA INCENDIO AFEX ( PM 2000 HRS),INSPECTION SYSTEM AFEX FIRE RED (PM 2000 HRS),CAT789DFIR,434,FIRE SUPRESSION SYSTEM HAULTRUCK CATERPILLAR 789D 434,4/14/2016 10:36,4/19/2016 10:10,3 - Due less than 30 days,Closed,MM3,PM - Preventative,CAT789DPV104,18601401,2016-APR, $-   ,0,0,0
3190164,"AJUSTAR ESCALERA, LADO DERECHO.","ADJUST LADDER, RIGHT SIDE.",CAT789DFRM,434,FRAME SYSTEM HAULTRUCK CATERPILLAR 789D 434,4/14/2016 11:04,4/14/2016 11:04,1 - Due less than 7 days,Closed,MM3,CM - Corrective,,18601401,2016-APR, $-   ,3,0,3
3190180,INSPECCION SISTEMA RED CONTRA INCENDIO AFEX ( PM 500 HRS),INSPECTION SYSTEM AFEX FIRE RED (PM 500 HRS),CAT789DFIR,422,FIRE SUPRESSION SYSTEM HAULTRUCK CATERPILLAR 789D 422,4/14/2016 11:18,4/24/2016 16:03,3 - Due less than 30 days,Closed,MM3,PM - Preventative,,18601401,2016-APR, $-   ,0,0,0
3190187,INSPECCION A/C EN PM 500 SEMANA NO.17,INSPECTION A / C IN PM 500 WEEK NO.17,CAT789DACS,422,AIR CONDITIONER SYSTEM HAULTRUCK CATTERPILLAR 789D 422,4/14/2016 11:23,4/24/2016 15:27,3 - Due less than 30 days,Closed,MM3,PM - Preventative,,18601401,2016-APR, $-   ,0,0,0
3192136,INSPECCIONAR SISTEMA DE LUBRICACION.,INSPECT LUBRICATION SYSTEM.,CAT789D,434,HAULTRUCK CATERPILLAR 789D 434,4/15/2016 15:00,4/15/2016 14:59,1 - Due less than 7 days,Closed,MM3,CM - Corrective,,18601401,2016-APR, $-   ,3,0,3
3193684,LA TRANSMISION CAMBIA DE MANERA INAPROPIADA,TRANSMISSION CHANGES INAPPROPRIATE,CAT789DDTS,434,TRANSMISSION DRIVETRAIN SYSTEM HAULTRUCK CATERPILLAR 789D 434,4/16/2016 3:22,4/16/2016 3:19,0 - Immediate,Closed,MM3,CM - Corrective,,18601401,2016-APR, $-   ,11,7,12
3196855,CAMBIAR TRANSMISION POR FALLA MECANICA.,CHANGE TRANSMISSION BY MECHANICAL FAULT.,CAT789DDTS,434,TRANSMISSION DRIVETRAIN SYSTEM HAULTRUCK CATERPILLAR 789D 434,4/17/2016 11:59,4/17/2016 11:57,1 - Due less than 7 days,Closed,MM3,CM - Corrective,,18601401,2016-APR, $-   ,9,32,32
3197039,CARRERA DE FRENO ALTO EVENTO NIVEL 3.,BRAKE RACE HIGH EVENT LEVEL 3.,CAT789DDTS,422,BRAKE SYSTEM DRIVETRAIN SYSTEM HAULTRUCK CATERPILLAR 789D 422,4/17/2016 20:29,4/17/2016 20:29,0 - Immediate,Closed,MM3,CM - Corrective,,18601401,2016-APR, $-   ,3,0,3
3199545,REALIZAR INSPECCI?N DEL SISTEMA ELêCTRICO DEL INTERRUPTOR DE LA PUERTA DEL OPERADOR,PERFORM INSPECTION OF OPERATOR DOOR SWITCH ELECTRICAL SYSTEM,CAT789CELS,408,ELECTRICAL SYSTEM HAULTRUCK CATERPILLAR 789C 408,4/18/2016 13:58,4/18/2016 13:54,1 - Due less than 7 days,Closed,MM3,CM - Corrective,,18601401,2016-APR, $-   ,2,0,2
3199829,COMPLETAR PSI A TODAS LAS LLANTAS TRASERA,COMPLETE PSI TO ALL REAR TIRES,CAT789D,422,HAULTRUCK CATERPILLAR 789D 422,4/18/2016 23:44,4/18/2016 23:43,1 - Due less than 7 days,Closed,MM3,CM - Corrective,,18601401,2016-APR, $-   ,3,0,3
3201747,REEMPLAZAR BASE DEL EXTINTOR MANUAL,REPLACE MANUAL EXTINGUISHER BASE,CAT789DFIR,434,FIRE SUPRESSION SYSTEM HAULTRUCK CATERPILLAR 789D 434,4/19/2016 6:09,4/19/2016 6:08,1 - Due less than 7 days,Closed,MM3,CM - Corrective,,18601401,2016-APR, $-   ,0,4,4
3201791,CAMBIO MANGUERAS DEL MOTOR DE COMBUSTION INTERNA.PCR08-2,CHANGE COMBUSTION ENGINE HOSES INTERNA.PCR08-2,CAT789CENG,408,ENGINE HAULTRUCK CATERPILLAR 789C 408,4/19/2016 7:07,06-03-16 9:42,5 - Shutdown,Closed,MM3,PM - Preventative,CAT789CPV057,18601401,2016-MAY, $-   ,0,17,17
